weapon,name,group,field,heroField,meaning,baseline,current,referencePath,referenceValue,conversion,consumer,status,reason,source
4,三连发射击枪,paint,paintRadiusMax,paintRadiusMax,涂色：最大涂色半径（米）,0.8,0.8,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkProjectileService.Resolve/PaintTrail; InkBrush.Coverage; PaintSurface; InkTexturePainter.shader,保留旧机制,缺少原作轮廓/落墨生成及下落算法、统一空间换算；硬度/强度无直接对应,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,paint,paintHardness,paintHardness,涂色：笔刷硬度（0 到 1）,0.55,0.55,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkProjectileService.Resolve/PaintTrail; InkBrush.Coverage; PaintSurface; InkTexturePainter.shader,保留旧机制,缺少原作轮廓/落墨生成及下落算法、统一空间换算；硬度/强度无直接对应,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,paint,paintStrength,paintStrength,涂色：笔刷强度（0 到 1）,1,1,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkProjectileService.Resolve/PaintTrail; InkBrush.Coverage; PaintSurface; InkTexturePainter.shader,保留旧机制,缺少原作轮廓/落墨生成及下落算法、统一空间换算；硬度/强度无直接对应,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,firing,fireIntervalFrames,fireIntervalFrames,发射：连发间隔（60Hz参考帧）,4,4,GameParameters.WeaponParam.RepeatFrame,4,原作参考帧 / 60 = 秒；状态边界另行核实,WeaponSimulation.Step/Begin/Emit; WeaponDisplay.Cadence,保留旧机制,起手/组间/蓄力状态规则及继承默认值未闭合,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,firing,startFrames,startFrames,发射：人形起手（60Hz参考帧）,2,2,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,WeaponSimulation.Step/Begin/Emit; WeaponDisplay.Cadence,保留旧机制,起手/组间/蓄力状态规则及继承默认值未闭合,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,firing,emergeStartFrames,emergeStartFrames,发射：出墨起手（60Hz参考帧）,10,10,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,WeaponSimulation.Step/Begin/Emit; WeaponDisplay.Cadence,保留旧机制,起手/组间/蓄力状态规则及继承默认值未闭合,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,ink,inkRecoverLockFrames,inkRecoverLockFrames,发射：最后一发后回墨锁定（60Hz参考帧）,20,25,GameParameters.WeaponParam.InkRecoverStop,25,原作参考帧 / 60 = 秒；状态边界另行核实,WeaponSimulation.InkCost/Emit; ResourceSimulation.Step,已修改：独立标量,仅启用已确认的单次耗墨、间隔、锁定或满蓄离散伤害，不声明所在完整机制已复刻,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,damage,damageMin,damageMin,伤害：衰减后伤害（HP）,17,17,GameParameters.DamageParam.ValueMin,155,原作伤害 / 10 = 项目 HP；曲线与取整另行核实,WeaponSimulation.Damage -> InkProjectileService.Resolve -> PrototypePlayer.ReceiveDamage,保留旧机制,原始端点可读，但未取得固定版本衰减/蓄力插值及取整算法；保留整段旧曲线,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,damage,damageReduceStartFrames,damageReduceStartFrames,伤害：伤害衰减开始（飞行60Hz参考帧）,8,8,GameParameters.DamageParam.ReduceStartFrame,8,原作参考帧 / 60 = 秒；状态边界另行核实,WeaponSimulation.Damage -> InkProjectileService.Resolve -> PrototypePlayer.ReceiveDamage,保留旧机制,原始端点可读，但未取得固定版本衰减/蓄力插值及取整算法；保留整段旧曲线,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,damage,damageReduceEndFrames,damageReduceEndFrames,伤害：伤害衰减结束（飞行60Hz参考帧）,40,40,GameParameters.DamageParam.ReduceEndFrame,40,原作参考帧 / 60 = 秒；状态边界另行核实,WeaponSimulation.Damage -> InkProjectileService.Resolve -> PrototypePlayer.ReceiveDamage,保留旧机制,原始端点可读，但未取得固定版本衰减/蓄力插值及取整算法；保留整段旧曲线,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,ballistics,straightFrames,straightFrames,弹道：直行阶段（60Hz参考帧）,4,4,GameParameters.MoveParam.GoStraightToBrakeStateFrame,3,原作参考帧 / 60 = 秒；状态边界另行核实,InkBallistics.Position/TravelTime/LaunchVelocity; InkProjectileService.Simulate/Resolve; InkPresentation.LateUpdate,保留旧机制,缺少可核实的统一空间标定和完整状态转移/碰撞规则；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,ballistics,brakeFrames,brakeFrames,弹道：减速过渡（60Hz参考帧）,8,8,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkBallistics.Position/TravelTime/LaunchVelocity; InkProjectileService.Simulate/Resolve; InkPresentation.LateUpdate,保留旧机制,缺少可核实的统一空间标定和完整状态转移/碰撞规则；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,ballistics,brakeSpeedMultiplier,brakeSpeedMultiplier,弹道：减速后的速度比例,0.66,0.66,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkBallistics.Position/TravelTime/LaunchVelocity; InkProjectileService.Simulate/Resolve; InkPresentation.LateUpdate,保留旧机制,缺少可核实的统一空间标定和完整状态转移/碰撞规则；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,dispersion,jumpSpreadDegrees,jumpSpreadDegrees,弹道：跳跃散布半角（度）,9,9,GameParameters.WeaponParam.Jump_DegSwerve,6.0,未确认或无一一对应关系,WeaponSimulation.Spread; PrototypePlayer.Network.Step; InkBallistics.LaunchVelocity,保留旧机制,缺少角度口径、随机分布、偏差累积与恢复算法；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,dispersion,spreadRecoverFrames,spreadRecoverFrames,弹道：落地散布恢复（60Hz参考帧）,12,12,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,WeaponSimulation.Spread; PrototypePlayer.Network.Step; InkBallistics.LaunchVelocity,保留旧机制,缺少角度口径、随机分布、偏差累积与恢复算法；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,paint,trailSpacing,trailSpacing,涂色：沿途落墨间隔（米）,0.7,0.7,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkProjectileService.Resolve/PaintTrail; InkBrush.Coverage; PaintSurface; InkTexturePainter.shader,保留旧机制,缺少原作轮廓/落墨生成及下落算法、统一空间换算；硬度/强度无直接对应,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,paint,trailRadius,trailRadius,涂色：沿途落墨笔刷半径（米）,0.58,0.58,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkProjectileService.Resolve/PaintTrail; InkBrush.Coverage; PaintSurface; InkTexturePainter.shader,保留旧机制,缺少原作轮廓/落墨生成及下落算法、统一空间换算；硬度/强度无直接对应,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,paint,trailMaxDrop,trailMaxDrop,涂色：沿途落墨向下探测范围（米）,2.4,2.4,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkProjectileService.Resolve/PaintTrail; InkBrush.Coverage; PaintSurface; InkTexturePainter.shader,保留旧机制,缺少原作轮廓/落墨生成及下落算法、统一空间换算；硬度/强度无直接对应,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,ballistics,effectiveRange,effectiveRange,弹道：伤害弹最大前向射程（本项目米）,12,12,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkBallistics.Position/TravelTime/LaunchVelocity; InkProjectileService.Simulate/Resolve; InkPresentation.LateUpdate,保留旧机制,缺少可核实的统一空间标定和完整状态转移/碰撞规则；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,paint,paintRange,paintRange,涂色：水平瞄准涂地射程目标（本项目米）,14.8,14.8,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,GameplayConfig.Validate; WeaponDisplay.Details; 编辑器测量目标（不参与实际涂色）,保留旧机制,只作为水平涂地标定目标；未参与运行时截断；无合格原作测量样本,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,metadata,displayName,displayName,英雄中文显示名,"""三连发射击枪""","""三连发射击枪""",无直接字段,待核实（覆盖中缺失，不等于零）,不适用,GameplayConfig.Validate / PrototypePlayer.Equipment / WeaponDisplay,项目配置,项目标识/资源，不属于原作玩法数值,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,firing,fireMode,fireMode,发射：机制：0全自动／1三连发／2蓄力松开发射,1,1,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,WeaponSimulation.Step/Begin/Emit; WeaponDisplay.Cadence,保留旧机制,起手/组间/蓄力状态规则及继承默认值未闭合,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,movement,shootMoveSpeed,shootMoveSpeed,发射：射击或蓄力移动速度（米/秒）,3.4,3.4,GameParameters.WeaponParam.MoveSpeed,0.08,未确认或无一一对应关系,PrototypePlayer.Network.Step -> PlayerMotorSimulation.Step,保留旧机制,空间比例、重量默认分类和状态限制未闭合,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,firing,burstCount,burstCount,发射：每组发数（全自动为1）,3,3,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,WeaponSimulation.Step/Begin/Emit; WeaponDisplay.Cadence,保留旧机制,起手/组间/蓄力状态规则及继承默认值未闭合,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,firing,burstRecoveryFrames,burstRecoveryFrames,发射：末发到下一组首发（60Hz参考帧）,16,16,GameParameters.WeaponParam.TripleShotSpanFrame,8,未确认或无一一对应关系,WeaponSimulation.Step/Begin/Emit; WeaponDisplay.Cadence,保留旧机制,起手/组间/蓄力状态规则及继承默认值未闭合,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,firing,chargeFrames,chargeFrames,蓄力：满蓄时间（60Hz参考帧，非蓄力为0）,0,0,GameParameters.WeaponParam.ChargeFrameFullCharge,待核实（覆盖中缺失，不等于零）,原作参考帧 / 60 = 秒；状态边界另行核实,WeaponSimulation.Step/Begin/Emit; WeaponDisplay.Cadence,保留旧机制,起手/组间/蓄力状态规则及继承默认值未闭合,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,damage,chargeMinDamage,chargeMinDamage,蓄力：点射伤害（HP）,0,0,GameParameters.DamageParam.ValueMinCharge,待核实（覆盖中缺失，不等于零）,原作伤害 / 10 = 项目 HP；曲线与取整另行核实,WeaponSimulation.Damage -> InkProjectileService.Resolve -> PrototypePlayer.ReceiveDamage,保留旧机制,原始端点可读，但未取得固定版本衰减/蓄力插值及取整算法；保留整段旧曲线,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,damage,chargePartialMaxDamage,chargePartialMaxDamage,蓄力：未满蓄伤害上限（HP）,0,0,GameParameters.DamageParam.ValueMaxCharge,待核实（覆盖中缺失，不等于零）,原作伤害 / 10 = 项目 HP；曲线与取整另行核实,WeaponSimulation.Damage -> InkProjectileService.Resolve -> PrototypePlayer.ReceiveDamage,保留旧机制,原始端点可读，但未取得固定版本衰减/蓄力插值及取整算法；保留整段旧曲线,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,ink,chargeMinInk,chargeMinInk,蓄力：点射耗墨（点）,0,0,GameParameters.WeaponParam.InkConsumeMinCharge,待核实（覆盖中缺失，不等于零）,原作整罐比例 × 100 = 项目墨点；蓄力曲线另行核实,WeaponSimulation.InkCost/Emit; ResourceSimulation.Step,保留旧机制,缺失默认值或蓄力耗墨/扣墨时机规则未闭合,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,ballistics,chargeMinRange,chargeMinRange,蓄力：点射伤害射程（米）,0,0,GameParameters.MoveParam.DistanceMinCharge,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkBallistics.Position/TravelTime/LaunchVelocity; InkProjectileService.Simulate/Resolve; InkPresentation.LateUpdate,保留旧机制,缺少可核实的统一空间标定和完整状态转移/碰撞规则；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,ballistics,chargeMinSpeed,chargeMinSpeed,蓄力：点射初速（米/秒）,0,0,GameParameters.MoveParam.SpawnSpeedMinCharge,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkBallistics.Position/TravelTime/LaunchVelocity; InkProjectileService.Simulate/Resolve; InkPresentation.LateUpdate,保留旧机制,缺少可核实的统一空间标定和完整状态转移/碰撞规则；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,dispersion,chargeMinSpread,chargeMinSpread,蓄力：点射地面散布半角（度）,0,0,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,WeaponSimulation.Spread; PrototypePlayer.Network.Step; InkBallistics.LaunchVelocity,保留旧机制,缺少角度口径、随机分布、偏差累积与恢复算法；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,dispersion,chargeMinJumpSpread,chargeMinJumpSpread,蓄力：点射空中散布半角（度）,0,0,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,WeaponSimulation.Spread; PrototypePlayer.Network.Step; InkBallistics.LaunchVelocity,保留旧机制,缺少角度口径、随机分布、偏差累积与恢复算法；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
4,三连发射击枪,paint,chargeMinPaintRange,chargeMinPaintRange,蓄力：点射水平涂地射程目标（米）,0,0,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,GameplayConfig.Validate; WeaponDisplay.Details; 编辑器测量目标（不参与实际涂色）,保留旧机制,只作为水平涂地标定目标；未参与运行时截断；无合格原作测量样本,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponShooterTripleQuick.game__GameParameterTable.json
5,蓄力狙击枪,metadata,id,id,英雄 ID,5,5,无直接字段,待核实（覆盖中缺失，不等于零）,不适用,GameplayConfig.Validate / PrototypePlayer.Equipment / WeaponDisplay,项目配置,项目标识/资源，不属于原作玩法数值,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,metadata,name,name,英雄英文标识,"""ChargeShooter""","""ChargeShooter""",无直接字段,待核实（覆盖中缺失，不等于零）,不适用,GameplayConfig.Validate / PrototypePlayer.Equipment / WeaponDisplay,项目配置,项目标识/资源，不属于原作玩法数值,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,metadata,prefabAddress,weaponPrefabAddress,模型：正式武器地址,"""Weapon/RifleGirlRifle""","""Weapon/RifleGirlRifle""",无直接字段,待核实（覆盖中缺失，不等于零）,不适用,GameplayConfig.Validate / PrototypePlayer.Equipment / WeaponDisplay,项目配置,项目标识/资源，不属于原作玩法数值,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,firing,fireRate,fireRate,发射：权威射速（发/秒）,2,2,GameParameters.WeaponParam.RepeatFrame,待核实（覆盖中缺失，不等于零）,60 / RepeatFrame；仅配置校验；HUD 射速由实际帧间隔推导,GameplayConfig.Validate（不直接参与发射和 HUD 射速）,保留旧机制,起手/组间/蓄力状态规则及继承默认值未闭合,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,damage,damage,damage,伤害：每颗伤害,120,160,GameParameters.DamageParam.ValueFullCharge,1600,原作伤害 / 10 = 项目 HP；曲线与取整另行核实,WeaponSimulation.Damage -> InkProjectileService.Resolve -> PrototypePlayer.ReceiveDamage,已修改：独立标量,仅启用已确认的单次耗墨、间隔、锁定或满蓄离散伤害，不声明所在完整机制已复刻,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,ink,shotInk,shotInk,发射：每颗耗墨,8,8,GameParameters.WeaponParam.InkConsumeFullCharge,0.18,原作整罐比例 × 100 = 项目墨点；蓄力曲线另行核实,WeaponSimulation.InkCost/Emit; ResourceSimulation.Step,保留旧机制,缺失默认值或蓄力耗墨/扣墨时机规则未闭合,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,ballistics,speedMin,speedMin,弹道：最低初速（米/秒）,46,46,GameParameters.MoveParam.SpawnSpeedFullCharge,4.8,未确认或无一一对应关系,InkBallistics.Position/TravelTime/LaunchVelocity; InkProjectileService.Simulate/Resolve; InkPresentation.LateUpdate,保留旧机制,缺少可核实的统一空间标定和完整状态转移/碰撞规则；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,ballistics,speedMax,speedMax,弹道：最高初速（米/秒）,46,46,GameParameters.MoveParam.SpawnSpeedFullCharge,4.8,未确认或无一一对应关系,InkBallistics.Position/TravelTime/LaunchVelocity; InkProjectileService.Simulate/Resolve; InkPresentation.LateUpdate,保留旧机制,缺少可核实的统一空间标定和完整状态转移/碰撞规则；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,ballistics,gravity,projectileGravity,弹道：墨弹重力（米/秒²）,9.8,9.8,GameParameters.MoveParam.FreeGravity,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkBallistics.Position/TravelTime/LaunchVelocity; InkProjectileService.Simulate/Resolve; InkPresentation.LateUpdate,保留旧机制,缺少可核实的统一空间标定和完整状态转移/碰撞规则；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,ballistics,lifetime,lifetime,弹道：有效寿命（秒）,1.2,1.2,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkBallistics.Position/TravelTime/LaunchVelocity; InkProjectileService.Simulate/Resolve; InkPresentation.LateUpdate,保留旧机制,缺少可核实的统一空间标定和完整状态转移/碰撞规则；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,ballistics,collisionRadius,collisionRadius,弹道：扫掠半径（米）,0.025,0.025,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkBallistics.Position/TravelTime/LaunchVelocity; InkProjectileService.Simulate/Resolve; InkPresentation.LateUpdate,保留旧机制,缺少可核实的统一空间标定和完整状态转移/碰撞规则；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,dispersion,spreadDegrees,spreadDegrees,弹道：散布半角（度）,0.2,0.2,GameParameters.WeaponParam.Stand_DegSwerve,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,WeaponSimulation.Spread; PrototypePlayer.Network.Step; InkBallistics.LaunchVelocity,保留旧机制,缺少角度口径、随机分布、偏差累积与恢复算法；保留整段旧模型,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,paint,paintRadiusMin,paintRadiusMin,涂色：最小涂色半径（米）,0.65,0.65,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkProjectileService.Resolve/PaintTrail; InkBrush.Coverage; PaintSurface; InkTexturePainter.shader,保留旧机制,缺少原作轮廓/落墨生成及下落算法、统一空间换算；硬度/强度无直接对应,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,paint,paintRadiusMax,paintRadiusMax,涂色：最大涂色半径（米）,0.8,0.8,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkProjectileService.Resolve/PaintTrail; InkBrush.Coverage; PaintSurface; InkTexturePainter.shader,保留旧机制,缺少原作轮廓/落墨生成及下落算法、统一空间换算；硬度/强度无直接对应,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,paint,paintHardness,paintHardness,涂色：笔刷硬度（0 到 1）,0.55,0.55,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkProjectileService.Resolve/PaintTrail; InkBrush.Coverage; PaintSurface; InkTexturePainter.shader,保留旧机制,缺少原作轮廓/落墨生成及下落算法、统一空间换算；硬度/强度无直接对应,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,paint,paintStrength,paintStrength,涂色：笔刷强度（0 到 1）,1,1,无直接字段,待核实（覆盖中缺失，不等于零）,未确认或无一一对应关系,InkProjectileService.Resolve/PaintTrail; InkBrush.Coverage; PaintSurface; InkTexturePainter.shader,保留旧机制,缺少原作轮廓/落墨生成及下落算法、统一空间换算；硬度/强度无直接对应,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
5,蓄力狙击枪,firing,fireIntervalFrames,fireIntervalFrames,发射：连发间隔（60Hz参考帧）,30,30,GameParameters.WeaponParam.RepeatFrame,待核实（覆盖中缺失，不等于零）,原作参考帧 / 60 = 秒；状态边界另行核实,WeaponSimulation.Step/Begin/Emit; WeaponDisplay.Cadence,保留旧机制,起手/组间/蓄力状态规则及继承默认值未闭合,https://raw.githubusercontent.com/Leanny/splat3/7280ff9cde8bb1c5dcef46c700c326471584d2e6/data/parameter/1130/weapon/WeaponChargerNormal.game__GameParameterTable.json
